"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13720","Drag and Drop demo from Guru99","chromium","2026-04-03","passed","2026-04-03","","Assignments\draganddrop_lab.spec.ts","",""
